Ringo Starr ;No No Song ;VC;15;41;4;1;1;4;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;5;5;5;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tom Waits;In the Neighborhood;;1;4;1;4;1;6m;2m;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;1;4;1;5;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Everly Brothers;When Will I Be Loved;CCV;4;5;4;1;4;5;4;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;1;4;1;4;1;4501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guy Mitchell;Heartaches By The Number;CCV;1;4;5;1;1;4b5d;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;5;51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Patsy Cline;I Fall To Pieces;CCV;1;1;4;4;5;5;1;1;4;5;1;1;4;5;1;1;;;;;;;;;;;;;;;;;;;;;;;;;1;4;5;5;4;5;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Roy Orbison;Crying;VC;1;1;1;1;1;1a;4;4m;1;501;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3m;1;3m;4;5;4;5;1;1a;4;4m;1;1;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Del Shannon;Runaway;VC;1m;b7;b6;5;1m;b7;b6;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;6m;1;6m;1;6m;1;6m;4;5;14;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 
Neil Sedaka;Calendar Girls;CVV;1;1;6m;6m;1;1;6m;6m;4;b5d;1;6;2;5;14;1;;;;;;;;;;;;;;;;;;;;;;;;;1;6m;1;6m;1;6m;45;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chris Kenner;I Like It Like That;CCV;1;1;1;1;1;1;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;5;5;1;1;5;51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ferlin Husky;Wings Of A Dove;CV;1;1;4;4;5;5;1;1;1;1;4;4;1;15;1;1;;;;;;;;;;;;;;;;;;;;;;;;;1;1;4;4;1;15;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Elvis Presley;Little Sister;CV;1;1;1;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;4;4;1;1;5;b65;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Shep And the Limelites;Daddys Home;VC;1;6m;2m;5;1;6m;2m;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;6m;2m;5;1;6m0b2;2m01;501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ricky Nelson;Hello Mary Lou (Goodbye Heart);CV;1;1;4;4;1;1;5;5;1;1;4;4;1;5;1;1;;;;;;;;;;;;;;;;;;;;;;;;;1;1;4;4;1;1;5;5;1;1;3;6m;2;5;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pat Boone;Moody River;CVVV;6m;3;6m;3;6m;3;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;6m;1;6m;1;1;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Del Shannon;Hats Off To Larry;CV;5;b6;b7;b35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3m;4;4m;11a;44m;15;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tony Orlando;Bless You;VC;1;1;3m;3m;4;4;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;5;5;1;6m;4;5;1;6m05;401;501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bobby Lewis;One Track Mind;CCV;4;4;1;1;4;4;2;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;41;1;41;1b7;6;25;14;15;1501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brook Benton;Think Twice;CCV;4;4;1;1;5;5;1;1;4;4;1;1;2;2;5;5;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;4;4;1;1;4;4;1;1;5;5;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lonnie Donegan;Does Your Chewing Gum Lose Its Flavor (On the Bedpost Overnight);VC;1;1;41;1;1;1;2;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5;5;1;45;14m;16m;2m51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Connie Francis;Breakin' In a Brand New Broken Heart;CCV;5;5;13;6m;2;2;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;1;1;5;5;1;1;4;2;5;5;1014;501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Shirelles;Mama Said;CV;1;6m;45;145;1;6m;45;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;6m;45;145;1;6m;45;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bobby Rydell;Good Time Baby;CCV;4;4;1;1;2;2;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;6m;6m;4;5;4025;501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ray Peterson;Missing You;CCV;4;4;4;4;1;1;1;1;2;2;2;2;5;5;5;5;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;4;5;5;4;4;4;5;1;401;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brenda Lee;Dum Dum;CV;1;41;1;41;1;4;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;41;1;41;1;41;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eddie Hodges;I'm Gonna Knock On Your Door;CCV;4;4;1;1;4;4;2;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;5;1;4;15;1501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Drifters;Please Stay;CCV;4;1;5;1;4;1;6m;2m;3m;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3m;1;3m;4;5;1;4;1;5;1;5;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bobby Vee;Rubber Ball;CV;1;1;6m;6m;1;1;6m;6m;1;6m;4;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;45;1;45;14;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chubby Checker;Let's Twist Again;CCV;4;4;1;1;4;4;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;6m;6m;4;405;501;501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Elvis Presley;Are You Lonesome Tonight?;VC;1;3m;6m;6m;1;1;4;4;5;5;5;5;5;5;1;1;1;1;4;4;2;2;2m;5;;;;;;;;;;;;;;;;;1;3m;2;2;2m;5;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Don Gibson;Sea Of Heartbreak;VC;1;6m;4;5;1;6m;4;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5;1;4;1;5;1;4501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Shelley Fabares;Johnny Angel;CCV;1;1;4;4;6m;6m2;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;6m;4;2m;4;2m5;16m;16m01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Little Eva;The Loco-Motion;CV;1;1;4;4;1;1;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;6m;1;6m;1;6m;1;6m;4;2m;4;2;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Sensations;Let Me In;CV;4;4;1;1;4;4;5;5b5;4;4;1;1;2;2;5;5;;;;;;;;;;;;;;;;;;;;;;;;;1;1;4;5;1;1;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Shirelles;Soldier Boy;CV;14;14;14;14;14;1;5;5;1;1;6m;6m;4;5;14;1;;;;;;;;;;;;;;;;;;;;;;;;;1;1;6m;6m;4;5;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gene Chandler;Duke Of Earl;VC;1;6m;4;5;1;6m;4;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;6m;6m;4;4;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mary Wells;The One Who Really Loves You;VC;1;1;16m;1;1;1;16m;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3m;6m;2m;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sam Cooke;Twistin' The Night Away;VC;1;1;6m;6m;4;4;5;5;1;1;6m;6m;4;4;5;1;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;4;4;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brenda Lee;Break It To Me Gently;CCV;4;4;3m;3m;2m;5;1;1;4;4;3m;6;2;2;54;3m2m;;;;;;;;;;;;;;;;;;;;;;;;;1;3;4;4m;1;3b7;6;6;2;2;2;2;2m;2m05;5401;3m2m01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jay & The Americans;She Cried;CCV;b6;b6;b7;b7;b6;b6;b7;b7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;b7;b7;b7;b7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gary U.S. Bonds;Dear Lady Twist;VC;1;4;5;1;1;4;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;6m;1;6m;4;5;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sue Thompson;Norman;CV;1;1;5;1;1;1;5;1;1;1;5;1;1;1;5;1;1;1;4;4;2;2;5;5;;;;;;;;;;;;;;;;;1;1;5;5;5;5;1b2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ricky Nelson;Young World;CV;5;1;5;1;5;16m;2;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;4;4;1;5;1;5;1;1;4;4;1;5;14;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Shirelles;Baby It's You;VC;4;4;1;1;4;4;1;1;6m;6m;2m;2m;1;6m;4;5;5;;;;;;;;;;;;;;;;;;;;;;;;1;6m;1;6m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Don & Juan;What's Your Name;CCV;4;4;4m;4m;1;2m;1;6m;4;b2;1;6m;2m;2;5;5;;;;;;;;;;;;;;;;;;;;;;;;;1;6m;2m;5;1;6m;2m;5;1;6m;2m;3m;1;4;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sam Cooke;Having A Party;VC;1;6m;1;6m;1;6m;14;41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;6m;14;51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Joanie Sommers;Johnny Get Angry;VC;1;6m;1;6m;4;5;4;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;6m;1;6m;4;5;5;14;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Duprees;You Belong To Me;CCV;1;1;4;4;2;2;5;b6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3m5;4;1;44m;16m;4045;501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Joe Henderson;Snap Your Fingers;CCV;4;41;4;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;1;5;1;4;15;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dion;Lovers Who Wander;CCV;4;1;2;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;6m;4;5;1;6m;4;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Al Green;How Can You Mend A Broken Heart;VC;1;1;1;1;2m;2m;1;1;3;3;6m;6m;2;2;5;5;5;5;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;2m;2m;2m;2m;4;5;4;5;4;3m2m;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Alphaville;Forever Young;VVVCC;1;5;6m;4;5;2m;4;6m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5;6m;4;5;2m;4;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ames Brothers;There's No Tomorrow;VC;1;2m;5;1;1;2m ;15;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2m;2m5;1;4m;1;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ames Brothers;The Tennessee Waltz;VC;1;1;1;4;1;1;5;5;1;1;1;4;1;5;1;1;;;;;;;;;;;;;;;;;;;;;;;;;1;3;4;1;1;1;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aretha Franklin;Come Back Baby;VVC;1;1;1;1;4;4;2;4;1;6;2;5;1;4;1;1;;;;;;;;;;;;;;;;;;;;;;;;;1;1;4;2;16;25;14;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aretha Franklin;Respect;VC;5;4;5;4;5;4;1;4;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Arno;Chanteur de charme;VVC;1;4;1;1;4;4;1;1;5;4;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3m;6m;6m;1;5;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Arno;La vie est une partouze;VVC;1m;5m;1m;5m;1m;5m;b6;4m;1m;b6;b6;5m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;4m;4m;b7;5;1m;5m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Beatles;While my guitar gently weeps;VVCC;1m;1m;1m;1m;1m;b7;40b3;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3m;6m;3m;2m;2m;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Beatles;Sexy Sadie;VVC;1;7;3m;3m;4;5;1;7;4;5;1;7;b7;5;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2m;3m;4;1;2m;3m;4;2;b2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brenda Lee;You can depend on me;VVC;2m;5;1;3m;2m;5;16m;2m5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;4;4;2;2;2m;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Connie Francis;Lipstick;VC;16m;2m5;16m;2m5;1;4;2;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;1;4;13;6m3;41;51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
David Skeeter;I can't stand mad;VVC;16m;45;16m;45;16m;45;16m;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;4;4;2;2;2m;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Del Vikings;Whispering Bells;CVV;1;45;1;45;1;45;1;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;6m;2m;5;1;6m;2m;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dire Straits;Walk of life;VC;1;1;1;1;1;1;1;1;4;4;1;1;4;4;1;1;;;;;;;;;;;;;;;;;;;;;;;;;1;5;1;4;1;5;4;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Elvis;Now or never;CV;1;1;4;4;501;5;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2m;2m;5;5;1;1;4m;4m;1m;1m;5;5;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Elvis;The Wonder Of You;VC;1;6m;2m;5;1;6m;2m;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3m;45;6m6;2m;5;13m;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Elvis;It's now or never;CVV;1;1;4;4;501;5;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2m;2m;5;5;1;1;4m;4m;1;1;5;5;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Elvis;Are you lonesome tonight;VC;1;3m;6m;6m;1;1;4;4;5;5;5;5;5;5;1;1;;;;;;;;;;;;;;;;;;;;;;;;;1;1;4;4;2;2;2m;5;1;3m;2;2;2m;5;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Everlys;Till I kissed;VC;16m;16m;16m;16m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;16m;16m;16m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gary US Bonds;Dear Lady Twist;VC;1;4;5;1;1;4;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;6m;1;6m;4;5;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gene Chandler;Duke of Earl;VC;1;6m;4;5;1;6m;4;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;6m;6m;4;4;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hunter Tab;Young Love;VVCC;1;3;4;5;15016m;15045;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5;4;5;15016m;15045;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
John Denver;Country Roads;VC;1;6m;5;41;1;6m;5;41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5;6m;4;1;5;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Johnny Cash;Down There By the Train;VC;1;1;4;1;1;1;4;5;1;1;4;4;1;1;5;4;4;;;;;;;;;;;;;;;;;;;;;;;;1;1;5;5;1;1;4;4;1;5;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jones Jimmie;Good timing;CV;1;6m;45;1;1;6m;45;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;6m;6m;1;3;45;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Little Peggy March;I will follow him;VVC;1;3m;6m3m;45;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;6m;1;6m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mark Dinning;Teen Angel;VC;1;4;1;4;1;4;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5;5;1;1;4;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pat Boone;Moody River;CVV;6m;3;6m;3;6m;3;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;6m;1;6m;1;1;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Perry Como;Magic Moments;VC;16m;45;16m;45;1;3m;4;5;1;3m;4;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;4;4;4m;4m;1;1;3m;3m;4;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ray Charles;I've got a woman;VC;1;5;14;1;4;4;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;4;4;1;5;14;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Robert Crumb;Chasin Rainbows;VC;1;4;1;1;2;5;1;1;4;4;1;1;2;2;5;5;;;;;;;;;;;;;;;;;;;;;;;;;1;4;1;1;4;4;3;3;1;5;1;6;2;5;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Robert Crumb;I Want a little Girl;;1;1;4;4m;16;25;1;4501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;4;4;6;6;2;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sam Cook;Wonderul World;VC;1;6m;4;5;1;6m;4;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;1;4;5;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sam Cook;Having a party;VC;1;1;6m;6m;1;1;6m;6m;1;1;6m;6m;1;4;4;1;;;;;;;;;;;;;;;;;;;;;;;;;1;1;6m;6m;1;4;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stevie Wonder;Signed, Sealed, Delivered I'm Yours;VC;1;6m;1;6m;4;5;1;1;1;6m;1;6m;4;5;1;1;;;;;;;;;;;;;;;;;;;;;;;;;1;4;1;4;1;4;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Talking Heads;Road to nowhere;VVC;1;1;6m;6m;1;1;6m;6m;4;4;1;5;4;4;1;5;;;;;;;;;;;;;;;;;;;;;;;;;1;1;6m;6m;1;1;6m;6m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Police;Born in the 50's;CCVV;1;4;5;6m;1;4;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;5;5;1;1;b7;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Police;Message in a Bottle;VVC;3m;1;2;6m;3m;1;2;6m;3m;1;2;6m;3m;1;2;6m;;;;;;;;;;;;;;;;;;;;;;;;;1;45;1;45;6m;4;6m;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Police;Bring on the Night;VC;4;5;6m;6m;4;5;6m;6m;4;5;6m;6m;4;5;6m;6m;;;;;;;;;;;;;;;;;;;;;;;;;1;2;2m;6m5;1;2;2m;6m5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pink;Just like a pill;VC;1;6m;4;5;1;6m;4;5;4;5;4;5;4;5;4;5;;;;;;;;;;;;;;;;;;;;;;;;;1;6m;4;5;1;6m;4;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cat Stevens;Hummingbird;VC;1;3m;4;1;1;4;5;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5;1;4;1;5;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cat Stevens;Lady;VC;14;14;14;5;14;14;16m;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;45;1;45;1;45;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cat Stevens;Wild World;VC;6m;2;5;1;4;2m;3;3;6m;2;5;1;4;2m;3;5;;;;;;;;;;;;;;;;;;;;;;;;;1;5;4;4;5;4;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cat Stevens;Miles From Nowhere;CCVV;1;b7;1;b7;1;4;5;1b7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;5;41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cat Stevens;The Wind;CV;45;451;2m4;2m45;45;451;2m4;541;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;45;1;45;1;45;1;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cat Stevens;Tuesday's Dead;VC;1;1;4;1;1;1;4;2;1;1;4;1;1;1;4;51;;;;;;;;;;;;;;;;;;;;;;;;;1;41;4;5;1;41;4;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cat Stevens;Bitterblue;CV;2;2;1;1;2;2;1;1;2;2;1;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;5;5;5;5;1;1;1;1;5;5;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cat Stevens;Moonshadow;CVV;41;41;41;41;45;41;41;2m5;16m;2m5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;45;1;1;1;45;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rolling Stones;Mona;CVV;1;1b701;1;1b701;1;1b701;1;1b701;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rolling Stones;Tell Me;VC;1;1;5;5;1;1;5;5;3;4;5;1;3;4;2;5;;;;;;;;;;;;;;;;;;;;;;;;;1;1;6m;6m;4;4;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rolling Stones;Time is on my side;CV;6m5;6m2;54;54;54;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;45;1;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rolling Stones;Mercy, Mercy;CV;6m;4;1;5;6m3m;4;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;16m;45;15;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rolling Stones;Good Times ;CV;1;4;1;5;1;4;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;1;5;6m;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rolling Stones;Talking 'bout you;VC;1;1;1;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;4;4;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rolling Stones;High and dry;VC;1;41;1;1;1;45;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;25;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
