Madonna;Girl Gone Wild;;1m;b7b6;b6;b71m;1m;b7b6;b6;b71m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Madonna;Superstar;;1;2m;6m;4;1;2m;6m;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Madonna;Living For Love;;1m;5m;b6;b3;1m;5m;b6;b3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Madonna;Hold Tight;;1mb3;b7b6;1mb3;b7b6;1mb3;b7b6;1mb3;b7b6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Madonna; Body Shop;;1;1;4;4;1;1;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guess who;American woman;;15mb7;15mb7;15mb7;15mb7;15mb7;15mb7;15mb7;15mb7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Freda Payne;Band Of Gold;;1;1;5;5;4;4;3m;4;3m;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Anne Murray;Snowbird;;13m;2m;5;51;13m;2m;5;51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mungo Jerry;In The Summertime;;1;1;4;1;54;1;1;1;4;1;54;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Frijid Pink; House of the Rising Sun;;1m;b3;4;b6;1m;b3;5;5;1m;b3;4;b6;1m;5;1m;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
White Plains;My Baby Loves Lovin';;1;3m;4;2m5;1;3m;4;2m5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Santana;Evil Ways;;1m4;1m4;1m4;1m4;1m4;1m4;1m4;1m4;1m4;1m4;1m4;1m4;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Ides Of March;Vehicle;;1m;5m;1m;5m;4m;5m;b6;1m5;4m5m;b65m;1m;1m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Creedence Clearwater Revival;Travellin' Band;;1;1;1;1;4;4;1;1;5;4;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The New Seekers;Look What They've Done To My Song Ma;;1;6m;4;4;12;4;15;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Temptations;Just my imagination;;1;2m;1;2m;1;2m;1;2m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Undisputed Truth;Smiling Faces Sometimes;;1m2m;1m2m;1m2m;1m2m;1m2m;1m2m;1m2m;1m2m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jean Knight;Mr. Big Stuff;;1;45;1;45;1;45;1;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bill Withers;Ain't No Sunshine;;1m5mb7;1m;1m5mb7;1m;5m;4m;1m5mb7;1m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
George Harrison;My Sweet Lord;;1m;4;1m;4;1m;4;b7;5m;b7;5m;b7;5;1m;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gordon Lightfoot;If You Could Read My Mind;;1;1;b7;b7;1;1;b7;b7;1;1;4;5;6m;4;1;4;1;2m;5;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Dramatics;Whatcha See Is Whatcha Get;VVC;1m4;1m4;1m4;1m4;1m4;1m4;1m4;1m4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Stampeders;Sweet City Woman;VC;1;2m;2m;1;1;2m;2m;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Marvin Gaye;Mercy Mercy Me;;1;1;6m;6m;2m;2m;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Judy Collins ;Amazing Grace ;;1;1;4;1;1;1;5;5;1;1;4;1;1;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dave Edmunds;I Hear You Knocking;;1;1;1;1;4;4;1;1;4;4;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Staple Singers; I'll Take You There;;1;45;1;45;1;45;1;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Robert John;The Lion Sleeps Tonight;VC;1;4;1;5;1;4;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 America;A Horse With No Name;VC;1m;2mb7;1m;2mb7;1m;2mb7;1m;2mb7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cornelius Bros and Sister ;Too late to turn back now;VC;1;2m;1;2m;1;2m;1;2m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Commander Cody and His Lost Planet Airme;Hot Rod Lincoln;;1;4;5;1;1;1;4;5;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Three Dog Night;Never Been to Spain;CC;4;4;1;1;4;4;1;1;5;4;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bill Withers;Use Me;VV;1m;4;1m;4;1m;4;1m;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
James Brown;Get on the Good Foot;;1m;41m;1m;41m;1m;41m;1m;41m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Isley Brothers;Pop That Thang;CV;1;1;1;14;1;1;1;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jim Croce;Bad, bad Leroy Brown;VVC;1;1;2;2;3;4;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Marvin Gaye;Let's Get It On;VC;13m;45;13m;45;13m;45;13m;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stories;Brother Louie;VVC;1m;4m;1m;4m;1m;4m;5m4m;1m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Isley Brothers;That Lady;;1m;4m;1m;4m;1m;4m;1m;4m;b6;b7;b6;5m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
King Harvest;Dancing In the Moonlight;VVC;1m;4;b7;5m;1m;4;b7;5m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Bobby ""Boris"" Pickett";Monster Mash;VC;1;1;6m;6m;4;4;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Doobie Brothers;Long Train Running;;1m;1m;1m;1m;4m;4m;1m;1m;b6;1m5;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 Loggins & Messina;Your Mama Dont Dance;CV;1;4;1;1;4;4;1;1;5;4;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Edward Bear;Last Song;VC;1;1;2m;2m;3m;3m;2m;2m;1;1;2m;2m;3m;3m;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bette Midler;Do You Wanna Dance;;1;4;1;4;3m6m;2m5;1;43m2m5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Johnny Rivers;Rockin' Pneumonia and Boogie Woogie Flu;;1;1;1;1;5;5;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Blue Ridge Rangers;Jambalaya;VC;1;1;5;5;5;5;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Johnny Nash;Stir it up;CV;1;45;1;45;1;45;1;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Albert Hammond;It Never Rains In Southern California;VVC;1m;4;b7;b7;1m;4;b7;b7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Temptations;Papa Was A Rolling Stone;VC;1m;1mb3b7;1m;1m;1m;1mb3b7;1m;1m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Redbone;Come and Get Your Love;VC;1m4;b75m;1m4;b75m;1m4;b75m;1m4;b75m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ray Stevens;The Streak;;4;4;1;1;5;5;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gordon Lightfoot; Sundown;;1;1;5;1;1;4;b7;1;1;4;b7;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Andy Kim;Rock Me Gently;VVC;1;4;1;4;1;4;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Carly Simon and James Taylor;Mockingbird;;1;1;5;5;5;5;1;1;4;4;1;1;5;4;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
William Devaughn; Be Thankful for What You Got;;1m;1m;b7m;b7m;1m;1m;b7m;b7m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bachman-Turner Overdrive;Takin' Care of Business;VVC;1;b7;4;1;1;b7;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wet Willie; Keep On Smilin';VVCC;1;1;5;5;4;4;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lamont Dozier;Trying To Hold On To My Woman;;1;1;6m;6m;2m;2m;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Styx;Lady;;1;b7;1;b7;1;b7;101b65;04b35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dorothy Moore;Misty Blue;VVC;11a;2m;5;1;11a;2m;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Boz Scaggs;Lowdown ;;1m;4;1m;4;1m;4;1m;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Elvin Bishop;Fooled Around and Fell in Love;VC;1;3m;b7;4;1;3m;b7;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Earth, Wind and Fire; Sing a Song;;13m;2m5;13m;2m5;13m;2m5;13m;2m5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Staple Singers; Let's Do It Again;VC;16m;42m5;16m;42m5;16m;42m5;16m;42m5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
War;Summer;VC;14;3m2m5;14;3m2m5;14;3m2m5;14;3m2m5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Steve Miller Band; Take the Money and Run;VVC;1b7;4;1b7;4;1b7;4;1b7;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Marvin Gaye ;Got to Give It Up, Pt. 1 ;;1;1;1;1;1;1;1;1;4;5;1;2;4;5;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
